content_id,source,url,text,phases
top,りりーどーる (P2 - 連携プログラム / プレステ / 4:4 吹き飛ばし / シールドバッシュ&フレア),https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5178791/,"/p 【連携プログラムPT】
/p ※調整優先度：全て下から調整
/p 左組　　　右組
/p H1　　 　 H2
/p MT 男　女 ST
/p D1　　　 D2
/p D3　　 　 D4
/p 【プレステ】※ファーは右組が調整
/p ミドル ファー
/p ○ ○ I ○ □
/p × × I × △
/p △ △ I △ ×
/p □ □ I □ ○
/p 【4:4 吹き飛ばし】
/p 男三人基準　西：左組　南or東：右組(右組が調整役）
/p 【 連携プログラムLB】
/p ◆線取り：MT→西(A含)　ST→東(C含)
/p 　処理は時計回り
/p ◆弓LB誘導：全員でボス南誘導
/p 【シールドバッシュ ＆ フレア】
/p 　　　　　 盾
/p 　　　MT　　ST
/p 　　　　　 他(中央集合)
/p 頭割り：中央で盾誘導以外7人
",p2
top,りりーどーる (P3 - コロッサスブロー / ハローワールド / 検知式波動砲・優先TDH),https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5178791/,"/p 【コロッサスブロー】
/p ❶①>H1MTSTD1D2D3D4H2>②❹
/p 　　①　　②　 　白＋無職：①②
/p 　❶　 ★ 　❹ 　紫：❶❷❸❹
/p 　　 ❷　❸
/p 【ハローワールド】
/p 塔組外側/線組内側ルートで移動
/p 塔　　　：早い者勝ち
/p 受け渡し：貰いに行く
/p 線処理　：ファー　→　ニアー
/p ４回目　：ニアー　→　ファー
/p 【検知式波動砲】※優先TDH
/p 優先順位：①❶＞MTSTD1234H12＞❸⑤
/p 　　　　　①Ａ
/p 　　←❶
/p 　↑　４　　　　　１
/p 　❷　　　　　≫
/p 　Ｄ　　　　★≫②　　Ｂ③
/p 　❸　　　　　≫
/p 　↓　３　④　　　２
/p
/p 　　　　　⑤Ｃ
/p ※ボス検知逆の場合左右反転
/p ※AC縦列(①④⑤)はボスモニターの無い方へ
",p3
top,りりーどーる (P4 - 波動砲 / 下調整 / D1D2人数調整),https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5178791/,"/p 【P4 波動砲】
/p 　 MT ST
/p 　(D)D3 ★ D4(B)
/p 　 H1 H2
/p 　 (3)D1 D2(2)
/p 　　　 頭(C)頭
/p ※頭割り：下調整　人数調整：D1D2
",p4
top,りりーどーる (P5 デルタ - ハムカツ式 / ロケパン内側調整 / ハロワ散開),https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5178791/,"/p ◆コード： ＊＊＊ミ＊【デルタ】
/p 【ロケパン】場所は早い者勝ち
/p ❶❷：ニア/①②：ファー
/p (目)
/p 　 ① ❷ ❶　　　■線切りのタイミング
/p 　② ｜ ｜ ｜　　　①→ロケパンAOE重ねる直前
/p ﾑｼ｜ ｜ ｜ ｜ﾌｧｲﾅﾙ ②→アーム誘導移動時
/p 　② ｜ ｜ ｜　　　❶→検知デバフが消えたら
/p ① ❷ ❶　　　❷→全て処理後デバフが消えたら
/p ロケパン：内側調整
/p 【アーム＆バッシュ誘導】
/p ②ﾌｧｰ　　❷ﾆｱ　　❶ﾆｱ　　■アーム
/p 　｜　　　　｜①　　｜　　ニア+外側ファー6名
/p 　｜　　　①｜　　　｜　　■バッシュ
/p ②ﾌｧｰ　　❷ﾆｱ　　❶ﾆｱ　　内側ファー2名
/p 【ハロワ散開】
/p Ｙ虫オメガ ＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝Ｙ
/p 　❷ﾆｱ(内) 　　＝＝＝＝＝＝＝＝＝＝＝＝＝＝
/p 　　　　　　　　　　　◆　　　＝＝＝＝＝＝
/p 　 ﾊﾛﾜﾌｧｰ 　　　　ﾊﾛﾜﾆｱ　　　　　　　❷
/p 　　　★　　　　　　　　　　　　 　　ﾆｱ(内)
/p 　　Ｙ　　　　　元ﾌｧｰ　　　　　　　　　Ｙ
/p 　　　　　　　　 〇　元ﾌｧｰ　　　❶❶
/p 　　　　　　　　　　　〇　　　元ﾆｱ(外)
/p 　　　　　　　　　　　Ｙ
",p5
top,りりーどーる (P5 シグマ - りょんめ式 塔Wingwan),https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5178791/,"/p ◆コード： ＊＊＊ミ＊【シグマ】
/p # 要手動補完: 塔Wingwan のマーカー配置 (A B C D / 1 2 3 4)、
/p # シールドバッシュ&シールドプロジェクション処理、
/p # シノニム/不可侵領域処理、ハロワ散開を Lodestone 原文から補記すること。
/p # 出典: https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5178791/
",p5
top,りりーどーる (P5 オメガ - ぬけまる式 / ボス検知＆虫オメガ北基準),https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5178791/,"/p ◆コード： ＊＊＊ミ＊【オメガ】
/p [オメガM] ｜　②無　❶左　　①無
/p 　〇　〇　｜
/p 　×　×　｜　❷左　　　　　❷右
/p 　△　△　｜
/p 　□　□　｜　①　　❶右　　②
/p ※Mに近い順で2人ﾏｰｶｰﾍﾟｱ：❶❷/無職ﾍﾟｱ：①②
/p 【塔踏み】塔の多いほうを北として
/p 散開時の自分のマーカー位置の塔に入る
/p A B
/p ①　 ②
/p D C
/p ③　④
/p ①②担当は２人用の塔に入る
/p ※オメガF基準　　　 l①~④ｱﾀｯｸﾏｰｶｰ
/p 　　①　　　②　　　l無職or⑤
/p 　　　　　　　　　　l★ハロワファー
/p ③　　　　★　　④　l◆ハロワニア
/p 　　　　　　　　　　l北組①②③★
/p 　　　　◆　　　　　l南組④⑤無◆★
/p 　　　⑤　無　　　　l③④★は回転方向で左右反転あり
/p 【オメガ】ボス検知＆虫オメガ北基準
/p 　　 ① 　② 　　　lマーカー付与
/p 　　　　　　　　　　l1回目：II+ﾃﾞｭﾅﾐｽ2>ﾃﾞｭﾅﾐｽ2>ﾃﾞｭﾅﾐｽ1
/p ③　　　　　★　④　l2回目：ﾃﾞｭﾅﾐｽ3＞ﾃﾞｭﾅﾐｽ2
/p 　　　　　　　　　　l★ハロワファー
/p 　　　　◆　　　　　l◆ハロワニア
/p 　　　無　無　　　　l
",p5
top,りりーどーる (P6 アルファオメガ - コスモメモリー / 波動砲 / コスモメテオ / マジックナンバー),https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5178791/,"/p 【コスモメモリー】LB3：ST
/p 【AA】MT北内　ST東外　他南西内
/p 【コスモダイブ1回目】
/p MT北内　ST東内　他南西外
/p 【1回目波動砲:リミッターカット】
/p 中央集合→1回目エクサフレア安置側マーカーに向かってAoE捨て
/p 【波動砲1･2回目】頭割りC集合
/p ■ペア散開
/p MTD3　　H2D4
/p H1D1　　STD2
/p ■8方向
/p Ｄ３　ＭＴ　Ｄ４
/p Ｈ１　　　　Ｈ２
/p Ｄ１　ＳＴ　Ｄ２
/p 【2回目波動砲:リミッターカット→コスモダイブ】
/p 6個目のAOEを捨てた位置から
/p MT時計　ST反時計　他その場
/p この後のAAはこの方角のまま受ける
/p 【コスモメテオ】頭割り基本A集合
/p ※D3フレア時頭割りC集合
/p ＭＴＤ３Ｄ４
/p Ｈ１　　Ｈ２
/p Ｄ１ＳＴＤ２
/p 【マジックナンバー】
/p LB3：MT→H1→ST→H2
",p6
top,ふうcだよ FF14情報サイト - 絶オメガ検証戦 カンペ集 (野良主流・固定向け複数掲載),https://fuucdayo.com/battle/3831/,,"p1, p2, p3, p4, p5, p6"
top,Lis Glacial 日記 - 絶オメガ 野良マクロ,https://jp.finalfantasyxiv.com/lodestone/character/5417527/blog/5181737/,,"p1, p2, p3, p4, p5, p6"
p10s,Game8 (ゲームエイト) - 天獄編零式2層 マクロ 1枚目 (犬丸改FFO式),https://game8.jp/ff14/532718,"/p ■尖脚 左MT 右ST
/p ■グランドウェブ 左H 右DPS
/p ■パンデモニックピラー-----------------------
/p ST H1 MT 　　　　　　｜D1 MT ST D2
/p D1 H2 D2　　　　　　｜
/p D3 　　D4　　　　　　｜D3 H1 H2 D4
/p ■スピットウェブ---｜■ヘビーウェブ(1回目)-----
/p MT　　　　　　ST　　｜ 左TH 右DPS
/p 　　D1 　　 D2 　　　｜ 扇北向け
/p 　　　　H1 　　　　　｜ 頭割り南で横並び
/p 　　D3 　　 D4 　　　｜ 線クロスしない
/p 　　　　H2 　　　　　｜
",p1
p10s,Game8 (ゲームエイト) - 天獄編零式2層 マクロ 2枚目 (ボンド/タレット),https://game8.jp/ff14/532718,"/p ■ボンド
/p -西島/片面/震撃---------------ﾀﾚｯﾄ------------
/p MT D1 　　　　　　　｜ D1 / MT ST / D2
/p ST D2 　　　　　　　｜
/p H1 D3 　　　　　　　｜ D3 / H1 H2 / D4
/p H2 D4 　　　　　　　｜
/p ダブル MTD1 STD2 H1D3 H2D4
/p クアドラ MTSTH1H2 D1D2D3D4
/p タッチダウン時は西島に8人入って処理
/p ■タレット
/p 西 H1MT → D3MT → D1MT → MT
/p 東 H2ST → D4ST → D2ST → ST
/p 3番レーザーは4番タレットに向けて角度調整
",p1
p10s,ぬけまる様 - 天獄編零式2層 魔殿の震撃ボンド補足マクロ,https://game8.jp/ff14/532718,"/p ■魔殿の震撃ボンド
/p ダブル(22)MT組:ST組
/p D1　MT　ST　D2
/p D3　H1　 H2　D4
/p クアドラ(44)TH組:DPS組
/p MT　ST　D1　D2
/p H1　H2　D3　D4
",p1
p11s,Game8 (ゲームエイト) - 天獄編零式3層 マクロ 1枚目 (ハムカツ様準拠),https://game8.jp/ff14/532825,"/p ※ボスを見て以外は北(A)基準
/p MT組：MTH1D1D3　ST組：STH2D2D4
/p 【基本散開】　　　【アップヘルド闇/ペア散開】
/p D3 MT D4　　　 　　　　　　　MTD3
/p H1 ★ H2 　 　　　 　　H1D1 ★ H2D4
/p D1 ST D2　　 　 　　 　 　　STD2
/p ※闇ジューリー⇒DPS時計※塔X字⇒反時計
/p 【魔法陣＆戒律】
/p 初動⇒MT組：西待機　ST組：東待機
/p 「魔法陣ディスミサル闇：戒律闇ディバイド」
/p ボスを見て　左:MTD3/STD2 右:H1D1/H2D4
/p 戒律の闇線⇒T線：Aマーカー　光：ボス中央
/p 【ライトストリーム後ディバイド】
/p ボスを見て MT組：左　ST組：右
",p1
p11s,Game8 (ゲームエイト) - 天獄編零式3層 マクロ 2枚目 (調停/ダークストリーム/理法),https://game8.jp/ff14/532825,"/p 【光と闇の調停：ジジー式】
/p 光⇒TH：西側　DPS：東側
/p 闇⇒TH：東側　DPS：西側
/p 【調停ディバイド】
/p 近くのマーカーで待機し位置確定後　時計回り
/p 闇ペア⇒ボスを見て 短い線(異色)：左　長い線(同色)：右
/p 【ダークストリーム】
/p MT組:北西 ST組:南東
/p 内:近接(T進行方向側) / 外:遠隔(H進行方向側)
/p 【理法の幻想】
/p 闇線中央捨て　光線その場
/p 塔処理　北(A)基準で塔ペア散開
/p 闇ディスミサル　ボスを見て　左:MTD3/STD2 右:H1D1/H2D4
",p1
p11s,Lodestone Kama Boko - 天獄編零式3層 ハムカツさん マクロ,https://jp.finalfantasyxiv.com/lodestone/character/32180468/blog/5233886/,,p1
p12s,Game8 (ゲームエイト) - 天獄編零式4層前半 マクロ 1枚目 (ぬけまる式),https://game8.jp/ff14/534748,"/p ■パラ1回目 タンク無敵
/p ーーーーーーーーーーーーーーーーーーーーーーーー
/p ■パラ2回目 十字
/p 線：対面に伸ばす
/p 塔TH：北西から反時計、塔DPS：北東から時計
/p ーーーーーーーーーーーーーーーーーーーーーーーー
/p ■チェインⅠ、Ⅱ　※ボス基準
/p 　《8方向》　　　　　《ペア》　　　　　《ペア半面》ⅡA
/p 　　 D1　D2　　　　　　　　　　　　　　　MTD1
/p 　MT　　 　 ST 　 　MT/D1　ST/D2 　　 　 STD2
/p 　　 　 ★　　　　　　　　　★　　　 　　 　 H1D3
/p 　H1　　 　 H2 　 　H1/D3　H2/D4　 　　H2D4
/p 　 　D3　D4
/p ーーーーーーーーーーーーーーーーーーーーーーーー
",p1
p12s,Game8 (ゲームエイト) - 天獄編零式4層前半 マクロ 2枚目 (チェインⅡB/パラ3),https://game8.jp/ff14/534748,"/p 《ビーム誘導/4:4》　　　《塔/天火散開》
/p 　　　　★ 　 　 　　 　 MT/D1 　 ST/D2
/p 黒ビーム　 白ビーム 　 　　 　 　 ★
/p 白デバフ　 黒デバフ　　　　　白　　黒
/p 　　　　　　　　　　 　H1/D3 　 H2/D4
/p ーーーーーーーーーーーーーーーーーーーーーーーー
/p ■アポ ：HDボス下　ペリ：HDボス背面サークル外
/p ーーーーーーーーーーーーーーーーーーーーーーーー
/p ■パラデイグマ3回目 イディル
/p 　北：十字 南：X字
/p 　北　MT＞ST＞H1＞H2　南
/p 　DPS塔踏み:中央＞D1D2D3D4
/p ーーーーーーーーーーーーーーーーーーーーーーーー
",p1
p12s,Game8 (ゲームエイト) - 天獄編零式4層前半 マクロ 3枚目 (サイコロ/ネバラン),https://game8.jp/ff14/534748,"/p ■サイコロ　ネバラン
/p 　　 ★
/p 　　　2/4（2,4は辺から頭割り）
/p 5/7　 　 6/8
/p 　　1/3
/p ※ビーム:5,7→6,8→1,3→2,4
/p ※サイコロ後北に集合
",p1
p12s,Game8 (ゲームエイト) - 天獄編零式4層後半 マクロ 1枚目 (ぬけまる式 / パラスレイX処理),https://game8.jp/ff14/535668,"/p 【パラスの手】 T:西　他:東
/p 【サモンダークネス】北＞西:TH　南＞東:DPS
/p 【デミハルペリオン】
/p 　 　 MT 　 　ST 　 　 　 MT 　 　 ST
/p 　 H1 　 　 　 　H2 　 　 H1 　 　 H2 　 　H1 MT ST H2
/p 　 　 　 　● 　 　 　 　 　 　 　● 　 　 　 　 　 　●
/p 　 D3 　 　 　 　D4 　 　 D3 　 　D4 　 　 D3 D1 D2 D4
/p 　 　 D1 　 　D2 　 　 　 D1 　 　D2
/p 【イデア】 西←〇×△□→東　 α:赤▲　β:黄■
/p 【パラスレイX処理】
/p ●　　●　　●　　●
/p 〇α ★ ×α 　△α ★ □α　 2回目は〇×△□反転
/p ●　　●　　●　　●　　 ※誘導後→★に入る
/p 〇β ★ ×β　 △β ★ □β
/p ●　　●　　●　　●
",p2
p12s,Game8 (ゲームエイト) - 天獄編零式4層後半 マクロ 2枚目 (カロリック1/エクピロシス/パンゲネシス),https://game8.jp/ff14/535668,"/p 【カロリック1】※もちべ式
/p 炎マーカー頭割り・・・西:TH　東:DPS
/p 風炎:MTSTH1H2D1D2D3D4の順でAから時計
/p 【エクピロシス】
/p MT ST
/p D1 D2　 MT D1 D2 ST
/p H1 H2　 D3 H1 H2 D4
/p D3 D4
/p 【パンゲネシス】MT:西無敵、他:南(東側)
/p 極性なし:西←MTSTH1H2D1D2D3D4→東
/p 無職:スライム 西：1マーカー、東：2マーカー
",p2
p12s,Game8 (ゲームエイト) - 天獄編零式4層後半 マクロ 3枚目 (カロリック2/サモンダークネス2/線),https://game8.jp/ff14/535668,"/p 【カロリック2回目】
/p 　　H2　　　　 マーカー:MTと交代
/p D1　　　D4　 ※反時計/最後中央行かずに２回移動
/p 　　MT
/p ST　　　D2
/p 　　H1
/p 　　　 　D3
/p 【サモンダークネス+デミ2】（MTD1が奥まで走る）
/p 安置の逆側＞MT/D1　ST/D2　H1/D3　H2/D4＜安置
/p 【サモンダークネス(線)】
/p 　MT/D1　ST/D2　H1/D3　H2/D4ペアで処理
",p2
p9s,Game8 (ゲームエイト) - 天獄編零式1層 マクロ Ver1.1 (無職マラソン式),https://game8.jp/ff14/532345,"/p ■基本散開　　　　■ペア十字(X字反時計回り)
/p D3 MT D4　　 　　　　 　MT/D3
/p H1 ★ H2 　　 　 　H1/D1　★　H2/D4
/p D1 ST D2　 　　　　 　　 ST/D2
/p ■古式破砕拳(4:4頭割り)
/p 西：MTH1D1D3 / STH2D2D4 ：東
/p ■ジャンブルコンボ(サイコロ1回目)※無職マラソン式
/p 無職：1壁から進行方向に走り青ついたら止まる
/p 塔：6→8→2→4の順に処理
/p 炎：2→4→6→8の順に処理(塔から進行方向に45度ずれる)
/p ■ビーストフェーズ
/p 毒:12時から時計回り DPS＞TH　扇誘導:TH→D
/p ■キメリック(サイコロ２回目)
/p 1→東　2→西　3,4→北　無職→南
",p1
m5s,Game8 (ゲームエイト) - クルーザー級零式1層 ぬけまる式,https://game8.jp/ff14/680424,"/p 【ジングル固定】|【ナイトフィーバー】|【ウェーブオンウェーブ】
/p 　　H1　　　　 |　　MT　 ST　　　　|　　MT　 ST
/p MT　　遠D　　 | 　H1　　　　 H2　　 |　　D1　 D2
/p ST　　 近D　　 | 　D3　 　　　D4　　|　　 H1 　H2
/p 　　H2　　　　|　　　D1　 D2　　　 |　　 D3　 D4
/p 【ディスコ1回目】西:MT組 東:ST組 内周:近接 外周:遠隔
/p 【音響爆弾】北から秒数短い順にペア整列
/p 【フロッグダンサー1回目】|【ディスコ・ダンサー2回目/後半ダンシング】
/p MT組:北西 ST組:南東 　　| 　(扇誘導) TH→DPS
/p 　ペア頭割り:横隣り　　　|
/p 　　　　 ★　　　　　　　|　MTD3　　H2D4
/p 　MT/ST　 D1/D2　　　|　　　　★
/p 　H1/H2　 D3/D4　　　|　　H1D1　　 STD2
",p1
m6s,Game8 (ゲームエイト) - クルーザー級零式2層 新FFO式 Ver.3.1 (前半 + 雑魚),https://game8.jp/ff14/681086,"/p ■基本散開:ねばねば(北基準、Tボス下)■カラークラッシュ（2:2:2:2）
/p 　 D3 D4　 　 | 　 　 　　 ボス
/p H1　☆　H2　| 　H1D3　MTD1　　STD2
/p 　 D1 D2 　 　|　　　　　 H2D4　4:4は←MT組ST組→
/p ■砂漠フェーズ
/p 　〇サボテン避け（北で避ける）〇サボテン+流砂（北基準）
/p 　　　 6人 　　 　｜　　北西H1　北東6人
/p 　T 　　　　D 　　｜　　予備　　 南東H2
/p 　〇爆弾捨て（流砂北）
/p H1/D3 MT/D1 ST/D2 H2/D4
/p ■雑魚フェーズ（倒す順：ジャバ＞キャット＞フェザー＞ムー＞ヤーン）※リキャバースト
/p wave1：MTムー　ST＋近接ヤーン（リキャバーストで処理）　遠隔キャット　ヤーンの場所に遠隔ヒラ集合
/p wave2：D側フェザーD3　B側フェザーH2　北から捨てる　MTムーを東→西フェザーへ誘導　他全員で範囲焼き
/p wave3：ジャバ＋ムー行進(スタン：MT→D1→D2)　STヤーン北東待機　バインドヒラ南東
/p wave4：MTムーC　STヤーンA(スタン：ST→D1→D2)　D側フェザーD3　B側フェザーD4　南から捨てる
",p1-front
m6s,Game8 (ゲームエイト) - クルーザー級零式2層 新FFO式 Ver.3.1 (後半: 山川〜),https://game8.jp/ff14/681086,"/p 【山川】火：内側MTH1D1D2　【雷雲】雷雲見て
/p 　　　　　　 外側STH2D3D4　　TH←左　他　右→DPS
/p 雷：基本散会
/p 【マグマ】ーーーーーー【塔2回目】ーーーーーー
/p D3D4　北　H1H2　 ◎4・2・2の場合：近接4人基準時計or反時計
/p ※※※※※※※※※※ 　中央見て左←【D1MTSTD2】【H1H2】【D3D4】→右
/p 　　 MT　　ST　　　　◎南８塔の場合：H1　H2　D3　D4
/p 　　 D1　 　D2　　　　　　　　　　　 D1　 MT　 ST 　D2
",p2-back
m7s,Lodestone Poni Kone - 「ぬけまる固定 アルカディア零式 クルーザー級3層 マクロ ※地下マーカー前提」 (前半),https://na.finalfantasyxiv.com/lodestone/character/13307902/blog/5542016/,"/p 【スキャッターシード一回目】
/p (種捨て)　　　　　　(エラプ)
/p 　D3/MT　　 ST/D4 　近接:南内側開始→上→中央→下
/p 　　　 　★　　　　 遠隔:D北H南開始→東西→最後中央寄せ
/p 　H1/D1　　 D2/H2 (頭割り)MT組:西 ST組:東
/p 【ソーンスマッシュ 】　｜ 【ブルートグラワー】
/p 　　　　　北　　 　 ｜ D1　　★　　D2
/p 　　D3　 MT　 D4 ｜ 　 MT　　　ST
/p 　　H1 　 ★ 　 H2 ｜ H1　　　　　H2
/p 　　D1 　 ST 　D2 ｜ 　 D3　　　D4
/p 【ソーンデスマッチ・ビルディング いしあ式】
/p (奇数)3回目安置 (13捨て位置)近D:④ TH:② 遠D:⑥
/p ①　 　MT　　②　 　H1　　③　(ペア頭割り)
/p 　 D1　 ST 　H2　　D3　　 MTD1:①　STD2:②
/p ④　　 D2　　⑤　　 D4　　⑥　 H1D3:③　H2D4:⑤
",p1
m7s,Lodestone Poni Kone - 「ぬけまる固定 クルーザー級3層 マクロ ※地下マーカー前提」 (後半),https://na.finalfantasyxiv.com/lodestone/character/13307902/blog/5542016/,"/p 【ゾーンデスマッチ・ウォール】
/p 　　　 MT/D3　　　　※石化視線：北西/南東避け
/p 　　　　　　　　　　　 雑魚石化後処理
/p H1/D1 ★　 H2/D2
/p
/p 　　　 ST/D4
/p 【スキャッターシード二回目】※近接北西集合
/p 近接AOE:北西から時計周り→南西安置 (遠隔)シード十字捨て 南側外周避け
/p 遠隔AOE:最外周捨て→中央安置 (近接)シード十字内側捨て(外から2マス) 中央避け
/p 【ウェポンツイン+ブロウシード】※一回目北向き 二回目ボス北基準
/p (一回目)　　　　　　 ｜ (二回目) ★
/p MT/D3　 　 ST/D4 ｜　MT/D1　　 ST/D2
/p 　　　 ★　　　　 ｜
/p H1/D1　　 H2/D2 ｜ H1/D3　　 H2/D4
",p2
m7s,Game8 (ゲームエイト) - クルーザー級零式3層 さり式 / ぽにこね式 (本文は Game8 を参照),https://game8.jp/ff14/681274,,"p1, p2"
m8s,Game8 (ゲームエイト) - クルーザー級零式4層前半 ぬけまる様マクロ (イディル土修正/風化IQ6000/狐狼Alice/81128),https://game8.jp/ff14/681843,"/p 【土の魔技】　 |【風の魔技/千年の風化 IQ6000式】
/p 　 　MTD4　　| MT/D3　　H2/D4
/p 　D3　　　H2 | 　　　　★　　　　 ※塔ズレ時計
/p 　H1　　　D2 | H1/D1　 　ST /D2
/p 　 　D1 ST　　| (回転中)前:近接 南北:遠隔 後:無職
/p 【薙の群狼剣】　　【廻の群狼剣】
/p MT　　　　 ST　|　　　 ★
/p 　　　 ★ 　　 　 | MT 　 　 　 　 ST
/p H1組 　 　 H2組 | 　 H1組　H2組
/p 【大地の怒り】
/p ①風化散開 ⇒ 安置時計回り (頭割り)中央
/p ②風化散開 ⇒ ズレ時計回り (頭割り)北
/p 【幻狼招来】
/p MT/D3　 (頭割り) 　H2/D4
/p 　　　H1/D1　ST/D2
",p1
m8s,Game8 (ゲームエイト) - クルーザー級零式4層後半 ぬけまる様マクロ (魔印正規/狐狼Alice/81128),https://game8.jp/ff14/681846,"/p 【クエイガ/1-3魔光】青マカ上から北島⇒その場⇒南島
/p MT　　　 　★　　　　ST
/p D3　　　　　　　　　D4 【双牙撃】西島:MT 東島:ST
/p 　D1　　　　　 　　D2　【風震の魔印(正規処理)】
/p 　 H1　 　 南島　　H2　　頭割り:風撃タンク隣島
/p 【風狼陣/双牙暴風撃】　　　 　 　 線　 　 誘導
/p 　D1D3　 　 D2D4　　MT先↓ MTH1　D2D4
/p 　　　　　　　　　　　　　　 　D1D3　 ST H2
/p MT H1 　 ★ 　 ST H2 　 　 　　D2D4　 MTH1
/p 　　　　 南島　　　 　 　 ST先↑ ST H2 　D1D3
/p 【孤狼の呪い Alice式】
/p 　 T　島　　　 　Tニア　 :北東　Tファー:西　H:不動
/p 　島　★　D　　 Dニア　:線が北伸び⇒北東 南伸び⇒南
/p 　　　H　　　　 Dファー :線が北伸び⇒不動 南伸び⇒北東
/p 【八連光弾】2:MT無敵 3:ST無敵 4:T二人フルバフ
",p2
m10s,Game8 (ゲームエイト) - ヘビー級零式2層 「基本犬丸水牢ヒラ/炎AC」,https://game8.jp/ff14/755672,"/p 【基本散開】 【波乗り散開/4人割】
/p 　D3MTD4 │　　 　　★
/p 　H1 ★ H2 │　D3MT　 STD4
/p 　D1 ST D2 │　H1D1　 D2H2
/p 【フレイムフローター1回目】
/p ボス見て右上、左上交互に逆Z字
/p 【インセインエアー】青MT組　赤ST組
/p 扇誘導：中央見て 左>遠D H T 近D>右
/p 【スネーキング1回目】
/p ※MT組青ボス下、ST組赤ボス下
/p 青アリウープ　 ｜赤沼捨て1回目｜ハイドロバリエル
/p ※狭い方に3人 ｜　　　★ 　 　 ｜赤デバフ→赤沼有り半面
/p 　　　　 T 近D｜ H　近　T　遠｜中央> T 近D H 遠D >端
/p 　H 　★　遠D｜　　　　 　 　 ｜青デバフ→赤沼無し半面
/p 炎エアリアル: 赤沼側北側から交互　T→H→遠隔→近接
/p 【水牢】 H1H2塔入り
/p 赤：A or C方向へ伸ばす→往復
/p 青：出現位置から縦方向へ伸ばす→往復
/p 【分断フェーズ】MT組西：ST組東
/p D3　　:　　D4
/p MT　　:　　ST
/p 　　 赤★
/p D1　　:　　D2
/p H1　　:　　H2
/p 【スネーキング2回目】
/p 交代順　散会：1回目近接、2回目遠隔
/p 　　　　頭割り：H　T強：T
/p 【青+赤アリウープ】
/p マップ基準、基本散開方向の外周で時計回り
/p 強攻撃：青タゲ持ちが離れる　頭割り：青直下から中央へ
","p1-fire, p2-water, p3-merge"
m11s,Game8 (ゲームエイト) - ヘビー級零式3層 ぬけまる様式 (前半),https://game8.jp/ff14/755154,"/p ■基本散開　　■ミールストーム誘導
/p 　D3 MT D4 　　 　D3MT
/p 　H1 ☆ H2 　　　H1　　D4
/p 　D1 ST D2　　　D1　　H2
/p 　　　　　　　 　 　 STD2
/p ■コメットレイン：ボス背面から時計周り
/p ■ドミネーション：安置を北に見て
/p 　H1D3 H2D4
/p 　MTD1 ★ ST D2
/p ■メテオレイン
/p 1回目　H1:南西遠　　　　H2:北東タゲサ上
/p 2回目　D3:南西中間　　　D4:南東タゲサ上
/p 3回目　D1:南西タゲサ上　 D2:北東タゲサ上
/p タンク線取り(隕石基準)　　MT:23マカ、ST:4マカ
",p1
m11s,Game8 (ゲームエイト) - ヘビー級零式3層 ぬけまる様式 (後半 / チャンピオンズメテオ〜),https://game8.jp/ff14/755154,"/p ■チャンピオンズメテオ（ジジー式位置固定）
/p ◯塔踏み1回目 ※範囲捨てボス下から割れ目沿い南北
/p 　MTD3　H2D4
/p 　H1D1　 ST D2
/p ◯塔踏み2回目：1回目処理位置近くに同じペアで入る
/p ■メテオスタンピード（DXA式）
/p 沼捨て： 北 H1D3 / 南 H2D4 (D調整)
/p 範囲捨て：ボス下→A→時計回り
/p 〈MT、近接ペア〉1から時計回り塔
/p 〈ST 、遠隔ペア 〉4から反時計回り塔
/p 線持ち：穴を背にして右前に伸ばす
/p 【フォーウェイ】X字ペア
/p 〈内側誘導〉①北沼 ②無職近接 ③南沼 ④無職遠隔
/p 【ツーウェイ】東西4:4
/p 〈内側誘導〉西:反時計2人塔線無、東:時計2人塔線無
",p2
m12s,Game8 (ゲームエイト) - ヘビー級零式4層前半 ぬけまる様式,https://game8.jp/ff14/756439,"/p ■リーサルスカージ　D側:MT組 B側:ST組
/p H→近→遠→調整役　T/遠調整 (紫T)
/p ■細胞付着：前期 左前タゲサ端で散開
/p 〈頭割り:角〉扇外周
/p 　H1STMT | MTSTH1 Ⅱ D3D2D1｜D1D2D3
/p 　H2 　 　 ｜　 　 H2 Ⅱ D4　　　｜　　　D4
/p 〈前期散開/周期散開/線切〉
/p 北から MT/D1 ＞ ST/D2 ＞ H1/D3 ＞ H2/D4
/p 〈最後〉元安置HD　反対北MT南STでタン強
/p ■細胞付着：中期 線取り：1234
/p 塔踏み：3412
/p ■細胞付着：後期　細胞中央向け
/p 〈X字〉 DPS右上 TH左下
/p 〈十字〉東西：DPS右上TH左下 南北：DPS左上TH右下
/p 〈タン強〉無敵前捨て：D側MT　B側ST
",p1
